Sukunimi;Yhteensä
Matsi;110
Mäntykangas;110
Mörö;110
Osara;110
Palttala;110
Pasila;110
Päärni;110
Reko;110
Rumbin;110
Siniluoto;110
Siven;110
Svarvar;110
Söderqvist;110
Takku;110
Torro;110
Tuuva;110
Vartiamäki;110
Virenius;110
Vuojärvi;110
Välipakka;110
Allinen;109
Alppi;109
Bergendahl;109
Borenius;109
Brännkärr;109
Böhm;109
Eskonen;109
Gran;109
Harsunen;109
Havo;109
Huida;109
Inki;109
Jolma;109
Kainlauri;109
Kaitajärvi;109
Kelo;109
Konkola;109
Kumlander;109
Käpynen;109
Laatu;109
Lepikko;109
Lintinen;109
Malaska;109
Nordblom;109
Ojamaa;109
Oljemark;109
Paldan;109
Piela;109
Puljujärvi;109
Puroila;109
Riekko;109
Runsala;109
Saloheimo;109
Selkee;109
Seurujärvi;109
Sharifi;109
Sievinen;109
Sipi;109
Sonne;109
Suontakanen;109
Suursalmi;109
Taberman;109
Thusberg;109
Timmerbacka;109
Toroskainen;109
Turpela;109
Vihervirta;109
Vilkas;109
Vähärautio;109
Väntsi;109
Aatola;108
Alaniemi;108
Aurala;108
Blomfelt;108
Hahtokari;108
Hallila;108
Hashemi;108
Hattukangas;108
Hattula;108
Havela;108
Huoman;108
Jäderholm;108
Ketoja;108
Kontoniemi;108
Koppelomäki;108
Korkia-aho;108
Kostilainen;108
Laituri;108
Landen;108
Lange;108
Lapveteläinen;108
Läntinen;108
Mansikkaniemi;108
Merilahti;108
Neste;108
Ohls;108
Parkkamäki;108
Peräaho;108
Pirttijoki;108
Pulska;108
Saarivuori;108
Saleh;108
Salimäki;108
Saxén;108
Siuko;108
Tahvonen;108
Tienari;108
Töyräs;108
Viitavaara;108
Åke;108
Ahlstrand;107
Aksila;107
Brunou;107
Casagrande;107
Hyppölä;107
Hyrsky;107
Irjala;107
Kajanne;107
Kariluoto;107
Kassinen;107
Kiskonen;107
Knuutti;107
Kuitto;107
Kusmin;107
Kuusiluoma;107
Källi;107
Lecklin;107
Lindborg;107
Lindsten;107
Ljung;107
Lyytikkä;107
Löyttyniemi;107
Malmstedt;107
Matomäki;107
Morko;107
Nazari;107
Niemiaho;107
Nurmiainen;107
Pukari;107
Pälli;107
Pääaho;107
Pörhölä;107
Richter;107
Schulz;107
Sheikh;107
Skrifvars;107
Sulkala;107
Suolahti;107
Svanberg;107
Sysmäläinen;107
Talala;107
Tihveräinen;107
Tiili;107
Tupeli;107
Uppa;107
Vihtari;107
Appelgren;106
Bredenberg;106
Filpus;106
Floman;106
Förström;106
Garcia;106
Gren;106
Hallinen;106
Hatula;106
Hauta;106
Helaakoski;106
Helppolainen;106
Hilonen;106
Hoskonen;106
Huhdanmäki;106
Hurmalainen;106
Joro;106
Kaakkurivaara;106
Kare;106
Keskiaho;106
Kylmä;106
Käyrä;106
Laitonen;106
Lillrank;106
Merenheimo;106
Mustasilta;106
Niemimaa;106
Pantsu;106
Pukema;106
Putila;106
Robinson;106
Rokkonen;106
Romunen;106
Ruottu;106
Ruutikainen;106
Saali;106
Saarenheimo;106
Sohkanen;106
Solismaa;106
Suleiman;106
Särs;106
Tulisalo;106
Vaija;106
Vikkula;106
Voltti;106
Välisalo;106
Ylikarjula;106
Alikoski;105
Arvilommi;105
Berger;105
Brotkin;105
Dinh;105
Heini;105
Hievanen;105
Honkimaa;105
Innala;105
Itäniemi;105
Kaisko;105
Kaukovalta;105
Kause;105
Killström;105
Kinni;105
Kyrkkö;105
Laaksoharju;105
Lasonen;105
Lintulahti;105
Lunki;105
Malmgren;105
Malmlund;105
Mäkimaa;105
Mönkäre;105
Opas;105
Pellikainen;105
Prokkola;105
Seikola;105
Siliämaa;105
Suojala;105
Uurinmäki;105
Vesterholm;105
Viirumäki;105
Vilminko;105
Vittaniemi;105
Välkky;105
Westerling;105
Östberg;105
Alajuuma;104
Aulin;104
Dyster;104
Enojärvi;104
Falenius;104
Gunell;104
Haapapuro;104
Haaraoja;104
Hautakorpi;104
Kalliosalo;104
Kangaskolkka;104
Kangasperko;104
Karevaara;104
Kauttio;104
Koivulampi;104
Korkee;104
Koste;104
Kotaniemi;104
Kourunen;104
Lapinniemi;104
Lindkvist;104
Lintilä;104
Lundelin;104
Maanselkä;104
Mahdi;104
Marjakoski;104
Maunumäki;104
Mitikka;104
Nevasaari;104
Oivo;104
Okker;104
Othman;104
Paksuniemi;104
Poola;104
Pyyny;104
Rantio;104
Ristaniemi;104
Ruostetsaari;104
Rökman;104
Sarkanen;104
Skantz;104
Skogman;104
Strandell;104
Tasa;104
Tiura;104
Trast;104
Vallila;104
Vilkkilä;104
Virtaniemi;104
Wu;104
Ylitolonen;104
Åkerholm;104
Alam;103
Alitupa;103
Brusin;103
Cederström;103
Heinikangas;103
Hento;103
Huiskonen;103
Huldin;103
Inkeri;103
Jahnsson;103
Junnonaho;103
Kaulio;103
Kiikeri;103
Konttaniemi;103
Kourula;103
Kössi;103
Lehtimaa;103
Lehtolainen;103
Lindbom;103
Lindbäck;103
Lyhykäinen;103
Mårtensson;103
Mäkkeli;103
Niittymaa;103
Nokkanen;103
Onttonen;103
Pihkakoski;103
Pihlajasalo;103
Pirkkanen;103
Popov;103
Pykälämäki;103
Ruokangas;103
Saijets;103
Sved;103
Taivalmäki;103
Teerikangas;103
Vahlroos;103
Vauhkala;103
Viinikkala;103
Wiman;103
Österback;103
Ehrnsten;102
Ericsson;102
Evans;102
Guled;102
Hagner;102
Hanhivaara;102
Hautalampi;102
Heusala;102
Hirvijärvi;102
Ho;102
Holtinkoski;102
Jokivuori;102
Jyrkiäinen;102
Kailio;102
Karkkonen;102
Kataikko;102
Katajamaa;102
Katisko;102
Keto-Tokoi;102
Keväänranta;102
Kiljala;102
Kotikangas;102
Kräkin;102
Lakela;102
Lamminsalo;102
Landström;102
Malja;102
Matinaho;102
Mild;102
Mutta;102
Parvinen;102
Penninkangas;102
Pirttiaho;102
Poikselkä;102
Prami;102
Putaala;102
Rantakaulio;102
Reivonen;102
Ridanpää;102
Ristinen;102
Salman;102
Santaniemi;102
Schulman;102
Siuvatti;102
Stubb;102
Taavela;102
Tervanen;102
Tynninen;102
Valovirta;102
Vihma;102
Vuontisjärvi;102
Widberg;102
Zetterman;102
Öling;102
Österåker;102
Ahlblad;101
Ahveninen;101
Backas;101
Bastman;101
Granfelt;101
Hellstedt;101
Ilmoniemi;101
Iskala;101
Jokilahti;101
Juutila;101
Jyllilä;101
Kaakko;101
Kaitanen;101
Kajaste;101
Kalijärvi;101
Kietäväinen;101
Kihlman;101
Koivulehto;101
Kukonlehto;101
Kulha;101
Kyyriäinen;101
Laitiainen;101
Lalu;101
Linja;101
Långbacka;101
Mankonen;101
Monthan;101
Muje;101
Nääppä;101
Onikki;101
Parkkola;101
Piekkala;101
Piesanen;101
Pietola;101
Potinkara;101
Raisio;101
Raula;101
Riuttamäki;101
Rodriguez;101
Runonen;101
Saarilampi;101
Sahari;101
Selänne;101
Smulter;101
Suntila;101
Talvi;101
Tanttari;101
Thurén;101
Toiminen;101
Tuohimäki;101
Vaitiniemi;101
Vesterberg;101
Virkajärvi;101
Vistbacka;101
Väisälä;101
Wihlman;101
Ylitervo;101
Ölander;101
Ahosola;100
Anjala;100
Bauer;100
Björksten;100
Bonn;100
Bovellan;100
Glader;100
Harala;100
Harjamäki;100
Hekkanen;100
Helmi;100
Houtsonen;100
Kallberg;100
Kirvesoja;100
Krapu;100
Kuivas;100
Laaksovirta;100
Lauhikari;100
Laukas;100
Lehtineva;100
Luopa;100
Maanpää;100
Markoff;100
Matinlompolo;100
Melamies;100
Mesimäki;100
Mettinen;100
Ojakangas;100
Pajuoja;100
Patanen;100
Piirala;100
Rannanpää;100
Remahl;100
Rouvari;100
Salmensuo;100
Santasalo;100
Sara-aho;100
Soivio;100
Strömsholm;100
Sumiloff;100
Söderbacka;100
Takatalo;100
Thesslund;100
Truong;100
Vasala;100
Vihermaa;100
Viinikanoja;100
Vuorensyrjä;100
Västi;100
Ylisaukko-oja;100
Åvist;100
Aartolahti;99
Adan;99
Alapuranen;99
Anttolainen;99
Dahlén;99
Esala;99
Filppu;99
Hemmi;99
Hersi;99
Himmelroos;99
Hinkula;99
Iitti;99
Jaanu;99
Jackson;99
Jarvansalo;99
Joenperä;99
Kalavainen;99
Kangaskoski;99
Kantala;99
Khalil;99
Kivikari;99
Kling;99
Kohtanen;99
Kullström;99
Laajalahti;99
Latvasalo;99
Liikonen;99
Linkola;99
Linnamäki;99
Lönnrot;99
Miftari;99
Monola;99
Mäcklin;99
Mäki-Turja;99
Neitola;99
Nielikäinen;99
Nylén;99
Näse;99
Nätti;99
Pankka;99
Panu;99
Piisilä;99
Pätynen;99
Risberg;99
Rivinoja;99
Sahlgren;99
Sinko;99
Sjölind;99
Sulku;99
Swanljung;99
Sämpi;99
Tall;99
Teuho;99
Träff;99
Törönen;99
Vihko;99
Weman;99
Wrede;99
Åvall;99
Österblad;99
Arab;98
Aziz;98
Bulut;98
Busk;98
Fagernäs;98
Grekula;98
Haapajoki;98
Harja;98
Harsia;98
Hashi;98
Holkeri;98
Huhti;98
Huitula;98
Hydén;98
Hämälä;98
Juvela;98
Kalsi;98
Kandelin;98
Kangasoja;98
Kangaspunta;98
Kastari;98
Kehus;98
Korsström;98
Kurt;98
Kuusirati;98
Kyllinen;98
Lahdensuu;98
Lampio;98
Lamsijärvi;98
Lehmikangas;98
Luomanperä;98
Lusa;98
Lähteelä;98
Maarala;98
Matela;98
Mickos;98
Muurman;98
Nelson;98
Niini;98
Nippala;98
Noori;98
Nuttunen;98
Ojamäki;98
Oravakangas;98
Pajumäki;98
Paunu;98
Punta;98
Putto;98
Pykälistö;98
Rajavuori;98
Rasinen;98
Rautjärvi;98
Rehmonen;98
Rössi;98
Saatsi;98
Sabel;98
Selkämaa;98
Sidoroff;98
Soukko;98
Spännäri;98
Stjernvall;98
Stålnacke;98
Sundsten;98
Suninen;98
Syvälahti;98
Säärelä;98
Tilvis;98
Toratti;98
Tuhkalainen;98
Tähtelä;98
Uusi-Pohjola;98
Valkjärvi;98
Viipuri;98
Väätämöinen;98
Widjeskog;98
Airisto;97
Akbari;97
Alasuvanto;97
Al-Dulaimi;97
Artell;97
Campbell;97
Ginman;97
Halko;97
Horsma;97
Huohvanainen;97
Ihantola;97
Illukka;97
Juottonen;97
Kaapro;97
Kalander;97
Kangasjärvi;97
Kannas;97
Kontiola;97
Kruus;97
Kuivasniemi;97
Lidman;97
Liutu;97
Luopajärvi;97
Malmelin;97
Monni;97
Mäki-Mantila;97
Nipuli;97
Nukala;97
Oilinki;97
Paalijärvi;97
Pakalén;97
Petersen;97
Pinomaa;97
Piuva;97
Rahtu;97
Rajajärvi;97
Riittinen;97
Roman;97
Romberg;97
Ruokojärvi;97
Rönni;97
Sandin;97
Savunen;97
Siiki;97
Sorola;97
Stenudd;97
Tallus;97
Tsutsunen;97
Törnvall;97
Vaaja;97
Valtola;97
Villgren;97
Väihkönen;97
Välinen;97
Wahlstedt;97
Wainio;97
Ånäs;97
Ahvenus;96
Aittamaa;96
Alakopsa;96
Ala-Poikela;96
Andström;96
Anttiroiko;96
Aspelund;96
Cederqvist;96
Davis;96
Degerholm;96
Erlund;96
Flemming;96
Front;96
Gillberg;96
Harvala;96
Havunen;96
Heidari;96
Heine;96
Hillo;96
Högnäs;96
Jusslin;96
Jälkö;96
Jäärni;96
Jönsson;96
Kaarlenkaski;96
Kaatrasalo;96
Kaminen;96
Kaurila;96
Kerälä;96
Kirjanen;96
Kivineva;96
Knaappila;96
Kulojärvi;96
Kuorelahti;96
Liisanantti;96
Mahosenaho;96
Miskala;96
Muraja;96
Mörn;96
Nordbäck;96
Piha;96
Pikkumäki;96
Pått;96
Pähtilä;96
Raunila;96
Rautaoja;96
Remonen;96
Risikko;96
Ritakorpi;96
Råstedt;96
Rönnkvist;96
Sulo;96
Uitti;96
Uusipaikka;96
Vaaramaa;96
Valanne;96
Veräjänkorva;96
Vesteri;96
Vihervä;96
Werner;96
Abukar;95
Alakurtti;95
Aliranta;95
Aska;95
Blomstedt;95
Esselström;95
Forsbom;95
Gestranius;95
Haaga;95
Hanhijärvi;95
Havas;95
Holtari;95
Hummasti;95
Högnabba;95
Irri;95
Jokivirta;95
Karhusaari;95
Karikko;95
Karkulehto;95
Kottila;95
Kronberg;95
Kuhalampi;95
Kuivinen;95
Kulta;95
Kuusio;95
Kykyri;95
Lapiolahti;95
Lepo;95
Logren;95
Mansnerus;95
Mattfolk;95
Mursula;95
Murtoperä;95
Mustaparta;95
Neijonen;95
Nilsen;95
Nordfors;95
Nurhonen;95
Nuri;95
Papinniemi;95
Parta;95
Pernaa;95
Pohjaranta;95
Raiskinmäki;95
Rajavaara;95
Ritakallio;95
Rousi;95
Scott;95
Silmu;95
Skoglund;95
Suosalo;95
Säävälä;95
Tarkkala;95
Tiinanen;95
Tillanen;95
Törnström;95
Ulenius;95
Vihlman;95
Vikholm;95
Wesslin;95
White;95
Wirman;95
Ylitapio;95
Änäkkälä;95
Alaoja;94
Auno;94
Björkstrand;94
Björnholm;94
Buss;94
Hakunti;94
Helkamäki;94
Id;94
Jung;94
Kansanoja;94
Kauttu;94
Kelander;94
Kempe;94
Kiiala;94
Kolomainen;94
Kotti;94
Krohns;94
Kuusimurto;94
Kylander;94
Lasarov;94
Malmivuori;94
Melender;94
Mielityinen;94
Musikka;94
Mustakoski;94
Myrskog;94
Palmberg;94
Parri;94
Pirneskoski;94
Pohtila;94
Pykäri;94
Renholm;94
Reuter;94
Rojo;94
Ruohio;94
Ryhtä;94
Sassali;94
Satama;94
Schalin;94
Sellman;94
Siippainen;94
Siiriäinen;94
Siltamäki;94
Sottinen;94
Stellberg;94
Suikka;94
Touronen;94
Ukura;94
Vieltojärvi;94
Vilppo;94
Vuorjoki;94
Yppärilä;94
Österbacka;94
Baas;93
Blinnikka;93
Brofeldt;93
Haji;93
Hankilanoja;93
Haponen;93
Hed;93
Heikkurinen;93
Hellevaara;93
Helske;93
Huhtamaa;93
Hylkilä;93
Iho;93
Iikkanen;93
Javarus;93
Jonasson;93
Järvenmäki;93
Kamsula;93
Kanala;93
Kaunismaa;93
Kim;93
Kolhonen;93
Kortekangas;93
Krogell;93
Kuntola;93
Kylmälahti;93
Lampen;93
Lampikoski;93
Lohman;93
Luoranen;93
Luoti;93
Maronen;93
Meller;93
Mukka;93
Mäkivirta;93
Nummikoski;93
Olsbo;93
Palmqvist;93
Pankkonen;93
Pastila;93
Piilinen;93
Puolamäki;93
Pätilä;93
Rein;93
Riihilahti;93
Rotko;93
Sahlstedt;93
Saksanen;93
Savijoki;93
Sippu;93
Soila;93
Soramäki;93
Staffans;93
Ståhlström;93
Sunikka;93
Svenn;93
Sydänmetsä;93
Syla;93
Taittonen;93
Tankka;93
Tantarimäki;93
Tuittu;93
Vaari;93
Vainioranta;93
Vellamo;93
Ward;93
Yli-Hukka;93
Ahtila;92
Ala-Kokko;92
Brummer;92
Bågman;92
Chan;92
Dolk;92
Enroos;92
Haaramo;92
Hanhiniemi;92
Henttula;92
Hernetkoski;92
Hevonoja;92
Hiirikoski;92
Hussa;92
Jaala;92
Johanson;92
Juntikka;92
Järn;92
Järvenkylä;92
Kelhä;92
Kieksi;92
Korpijaakko;92
Kotkavuori;92
Kukkasniemi;92
Laurio;92
Leppikorpi;92
Linjala;92
Loippo;92
Metsomäki;92
Mettiäinen;92
Nauska;92
Niilola;92
Nora;92
Paadar;92
Paasikoski;92
Palovuori;92
Parkatti;92
Petrova;92
Piiponniemi;92
Pouru;92
Pöntiö;92
Rahmani;92
Reinvall;92
Ronkonen;92
Sahlsten;92
Seitz;92
Svanström;92
Tahko;92
Tillonen;92
Tohka;92
Törmi;92
Töytäri;92
Vannas;92
Vattula;92
Veini;92
Välkki;92
Wirta;92
Andrejeff;91
Blomström;91
Borisov;91
Clark;91
Ehrola;91
Gill;91
Gull;91
Halt;91
Halunen;91
Harald;91
Hautamaa;91
Heiliö;91
Hietasalo;91
Hoikkanen;91
Holmbäck;91
Häkki;91
Ingalsuo;91
Isoranta;91
Jaaksi;91
Jauhonen;91
Jussinmäki;91
Kalaja;91
Kalinainen;91
Karhi;91
Karjanmaa;91
Karkiainen;91
Keskiniva;91
Kiander;91
Kreander;91
Kultima;91
Källström;91
Leijala;91
Lepikkö;91
Liewendahl;91
Lithén;91
Long;91
Mella;91
Mether;91
Metsi;91
Montin;91
Mäenranta;91
Möttö;91
Ngo;91
Nordvall;91
Oesch;91
Oljakka;91
Osmonen;91
Paavonen;91
Palokas;91
Perälampi;91
Poikulainen;91
Pääskynen;91
Riivari;91
Röning;91
Salojensaari;91
Sergejeff;91
Shah;91
Siu;91
Sjö;91
Svan;91
Syväluoma;91
Tyrmi;91
Törö;91
Ukonmaanaho;91
Uusikylä;91
Viherkoski;91
Väliviita;91
Walli;91
Akujärvi;90
Al-Gburi;90
Ansala;90
Ansas;90
Asumaniemi;90
Attila;90
Bergfors;90
Brunberg;90
Doan;90
Enbuske;90
Helkkula;90
Helve;90
Hiekkavirta;90
Hirvasoja;90
Hollsten;90
Häme;90
Höynälä;90
Jaaranen;90
Jokisaari;90
Jokitulppo;90
Jomppanen;90
Junkala;90
Karnaattu;90
Kaukkila;90
Kauramäki;90
Koljander;90
Kuurila;90
Kylmäoja;90
Latosaari;90
Lehtivuori;90
Lesch;90
Liljekvist;90
Limingoja;90
Liminka;90
Ljunggren;90
Loppukaarre;90
Loukko;90
Lumio;90
Malkavaara;90
Mehtomaa;90
Näätsaari;90
Pakisjärvi;90
Perander;90
Puntila;90
Putro;90
Pönniö;90
Pöyhölä;90
Rahkila;90
Ralli;90
Ramula;90
Rautasalo;90
Regina;90
Rinteelä;90
Ristiharju;90
Roivanen;90
Ruonakangas;90
Ryökäs;90
Saarman;90
Sakkara;90
Samanen;90
Sandman;90
Severinkangas;90
Sundén;90
Suonsivu;90
Talso;90
Tuomivirta;90
Turpeenniemi;90
Ukskoski;90
Valkamo;90
Vallinkoski;90
Veltheim;90
Verkasalo;90
Vuorimies;90
Ärväs;90
Ahjoniemi;89
Ahlö;89
Alavuotunki;89
Davies;89
Edgren;89
Eho;89
Finneman;89
Havula;89
Havulehto;89
Hietava;89
Holst;89
Joukanen;89
Kahari;89
Kaivo-oja;89
Kansonen;89
Kares;89
Karhila;89
Karsikko;89
Kortman;89
Kovamäki;89
Krouvi;89
Kummunmäki;89
Kuopio;89
Luikku;89
Luode;89
Maasalo;89
Mallenius;89
Mangs;89
Metsämuuronen;89
Miekka;89
Mutkala;89
Naulapää;89
Notkola;89
Nysten;89
Nystrand;89
Paakinaho;89
Pylkkä;89
Raami;89
Romar;89
Ruokoja;89
Ruuhimäki;89
Röman;89
Sakala;89
Savikuja;89
Sjödahl;89
Snabb;89
Tahiri;89
Tenhovuori;89
Tiistola;89
Tilles;89
Toikander;89
Torpo;89
Tuohiniemi;89
Tuulos;89
Vankka;89
Vanttaja;89
Vauramo;89
Vuorilehto;89
Westin;89
Wood;89
Währn;89
Ylianttila;89
Öman;89
Ala-Nissilä;88
Bah;88
Borgmästars;88
Buska;88
Damski;88
Finnholm;88
Gerdt;88
Ginström;88
Grip;88
Groop;88
Hardén;88
Haring;88
Hesso;88
Hindström;88
Hyseni;88
Iisakkala;88
Jakkula;88
Jolanki;88
Juslenius;88
Kasvi;88
Kellberg;88
Korkiala;88
Kovasiipi;88
Kumara;88
Kylmäaho;88
Kytökorpi;88
Lapatto;88
Lääkkölä;88
Maisala;88
Martonen;88
Mitronen;88
Muse;88
Muuriaisniemi;88
Mäki-Petäjä;88
Nordblad;88
Nuolikoski;88
Ojantakanen;88
Paski;88
Peltosaari;88
Pienmunne;88
Rantamaula;88
Rantasuo;88
Rautiala;88
Rolig;88
Rosendal;88
Sibakov;88
Suurhasko;88
Säilynoja;88
Tervasmäki;88
Thodén;88
Uskali;88
Vessari;88
Viianen;88
Viio;88
Viitamaa;88
Östlund;88
Andberg;87
Aulio;87
Berner;87
Brunell;87
Collanus;87
Edman;87
Ervast;87
Finnäs;87
Gonzalez;87
Haaksluoto;87
Hakalax;87
Holmkvist;87
Ingo;87
Iso-Markku;87
Itänen;87
Joutsiniemi;87
Juuri;87
Jäkkö;87
Kaihlanen;87
Kalilainen;87
Kekoni;87
Koski-Vähälä;87
Kursi;87
Kyötikki;87
Kåla;87
Köntti;87
Liljedahl;87
Lillberg;87
Maaniitty;87
Mansikkala;87
Mikonsaari;87
Myrsky;87
Mäntyjärvi;87
Märsy;87
Napari;87
Neuman;87
Niittyvuopio;87
Ontronen;87
Peuralahti;87
Piikki;87
Poijärvi;87
Päiväläinen;87
Pöhö;87
Raivonen;87
Rantama;87
Rautelin;87
Ring;87
Rinnekangas;87
Roms;87
Romsi;87
Saeed;87
Sajaniemi;87
Satukangas;87
Sauramäki;87
Stam;87
Stedt;87
Tenno;87
Töllikkö;87
Töyli;87
Urponen;87
Uuskoski;87
Vahvanen;87
Vallgren;87
Vanha;87
Veckman;87
Viberg;87
Virsunen;87
Vähäsantanen;87
Vörlin;87
Agge;86
Alamikkelä;86
Antin;86
Aulén;86
Blommendahl;86
Christiansen;86
Elers;86
Etelälahti;86
Fokin;86
Hammarström;86
Havumäki;86
Hentinen;86
Hernesaho;86
Hietajärvi;86
Huhmarniemi;86
Huilla;86
Jaukkuri;86
Karenius;86
Karmala;86
Kasi;86
Ketelä;86
Korvola;86
Laitanen;86
Lassas;86
Lehtoaho;86
Linnakoski;86
Löhönen;86
Malassu;86
Mansukoski;86
Mehmeti;86
Mentu;86
Merikivi;86
Muhammad;86
Mustalammi;86
Mäihäniemi;86
Mäntykivi;86
Njie;86
Norberg;86
Osola;86
Pentinsaari;86
Pouhula;86
Puharinen;86
Puominen;86
Pusenius;86
Pyysing;86
Rapinoja;86
Rinnemaa;86
Roble;86
Roimola;86
Rojola;86
Rosbäck;86
Salko;86
Sangi;86
Sarparanta;86
Seipäjärvi;86
Siilin;86
Simuna;86
Survo;86
Tarkki;86
Telkkälä;86
Tsokkinen;86
Turtola;86
Vahlsten;86
Wuorio;86
Ananin;85
Björses;85
Buddas;85
Böling;85
Dahlsten;85
Farin;85
Glasberg;85
Harjumäki;85
Harjunmaa;85
Hasari;85
Hautasaari;85
Hellemaa;85
Hiivala;85
Horelli;85
Hyvättinen;85
Häggkvist;85
Ipatti;85
Jacobson;85
Jankkila;85
Jern;85
Juustovaara;85
Jähi;85
Kaipanen;85
Kaira;85
Kallas;85
Kalliainen;85
Kandolin;85
Korkolainen;85
Korpunen;85
Kotikumpu;85
Kuki;85
Kurra;85
Kuutsa;85
Kärkelä;85
Laasala;85
Luodes;85
Matula;85
Mieskolainen;85
Mömmö;85
Osmani;85
Pajanen;85
Pilpola;85
Pohjankoski;85
Ponto;85
Prykäri;85
Pukero;85
Rantapelkonen;85
Rantti;85
Rasinaho;85
Röksä;85
Sanchez;85
Sarivaara;85
Saurio;85
Savaloja;85
Sevander;85
Simsek;85
Solala;85
Säippä;85
Talo;85
Thure;85
Tverin;85
Uurtamo;85
Vallivaara;85
Valppu;85
Viiliäinen;85
Vuolli;85
Vähäsoini;85
Värttö;85
Wigren;85
Wong;85
Wuori;85
Ylä-Mononen;85
Yrttimaa;85
Alaraatikka;84
Aulanko;84
Blomroos;84
Fogde;84
Grek;84
Harris;84
Helala;84
Hellgrén;84
Hornborg;84
Hotokka;84
Huovari;84
Huumo;84
Hypén;84
Hyöty;84
Impivaara;84
Jekkonen;84
Kalapudas;84
Karling;84
Karsten;84
Koivuporras;84
Kortteinen;84
Krekilä;84
Kurunlahti;84
Lammasniemi;84
Lampainen;84
Lopakka;84
Lusenius;84
Maaskola;84
Markuksela;84
Martikka;84
Matintupa;84
Mattus;84
Meier;84
Mertsalmi;84
Niittylahti;84
Nuikka;84
Ojanne;84
Permanto;84
Pesämaa;84
Petäys;84
Polat;84
Posa;84
Puolanne;84
Rantasalmi;84
Rapp;84
Rauhamaa;84
Rokosa;84
Ronni;84
Ruhkala;84
Ruusuvirta;84
Ruuti;84
Ryömä;84
Saareks;84
Saarentaus;84
Samaletdin;84
Samuli;84
Schrey;84
Smedlund;84
Soppi;84
Storgårds;84
Särkimäki;84
Taivaloja;84
Tamio;84
Temisevä;84
Torttila;84
Tuhkunen;84
Tuomenoja;84
Tuutijärvi;84
Törölä;84
Vahteri;84
Valpas;84
Viilo;84
Vikberg;84
Vänninen;84
Ylivainio;84
Ådahl;84
Ala-Huikku;83
Alamattila;83
Baumgartner;83
Beqiri;83
Frigård;83
Haliseva;83
Helen;83
Hirvikangas;83
Honkaharju;83
Hughes;83
Kaihola;83
Kalevo;83
Kalla;83
Karri;83
Karvosenoja;83
Kellomäki;83
Keyriläinen;83
Kiiltomäki;83
Klaus;83
Kokkomäki;83
Kontra;83
Korppinen;83
Lagerblom;83
Lammervo;83
Latifi;83
Leppäharju;83
Luhtasaari;83
Luong;83
Maikkula;83
Majaneva;83
Mannio;83
Marjaniemi;83
Melén;83
Micklin;83
Niiniviita;83
Noro;83
Nuorgam;83
Palsa;83
Pinoniemi;83
Puntti;83
Pöyhiä;83
Rodas;83
Rogers;83
Ryyti;83
Sainmaa;83
Sammalkangas;83
Sammalniemi;83
Semenoff;83
Suomilammi;83
Tarsa;83
Truhponen;83
Tuohimetsä;83
Varanka;83
Vengasaho;83
Vestergård;83
Viljaranta;83
Virola;83
von Knorring;83
Voutila;83
Väntänen;83
Yli-Rantala;83
Yrjälä;83
Öblom;83
Aaltokoski;82
Ahlnäs;82
Ahmaoja;82
Alakiuttu;82
Alaraudanjoki;82
Apajalahti;82
Barman;82
Bengts;82
Eckerman;82
Erkintalo;82
Erkkonen;82
Funck;82
Haakanen;82
Haapakorva;82
Hack;82
Hautaoja;82
Hedborg;82
Heliste;82
Hindsberg;82
Hokkala;82
Hudd;82
Huuskola;82
Ibrahimi;82
Inna;82
Intke;82
Jungell;82
Jämbäck;82
Järnfors;82
Järnstedt;82
Kangaskorte;82
Karkkulainen;82
Kippilä;82
Kirstinä;82
Kivilehto;82
Kjellberg;82
Knaapinen;82
Krause;82
Kuitula;82
Kylkilahti;82
Kämäläinen;82
Laasasenaho;82
Lastumäki;82
Leppilampi;82
Leppimäki;82
Lintonen;82
Ma;82
Malka;82
Matikkala;82
Melartin;82
Mäkiharju;82
Naapuri;82
Nahkiaisoja;82
Nordmyr;82
Okkola;82
Parkkima;82
Parvela;82
Perunka;82
Phillips;82
Piittala;82
Pomell;82
Puustjärvi;82
Pykälä;82
Remander;82
Ripattila;82
Saarnisto;82
Saura;82
Sjöblad;82
Soranta;82
Syrjäniemi;82
Syynimaa;82
Tarpila;82
Tukeva;82
Tuliniemi;82
Turu;82
Veneranta;82
Vidman;82
Vuontisvaara;82
Väärämäki;82
Äärilä;82
Ahonpää;81
Baker;81
Bell;81
Edwards;81
Finnig;81
Finskas;81
Haila;81
Hanhirova;81
Havulinna;81
Heliö;81
Hirvikorpi;81
Hirvisaari;81
Huuhilo;81
Hyöky;81
Hård;81
Ilvesmäki;81
Isomursu;81
Jordas;81
Juttula;81
Kaataja;81
Kirkinen;81
Kiviö;81
Klein;81
Koisti;81
Korento;81
Kotavuopio;81
Kuuppo;81
Kuusivaara;81
Laukkala;81
Lepomäki;81
Linnamaa;81
Linnavirta;81
Manderbacka;81
Miinala;81
Mitchell;81
Mörk;81
Möykkynen;81
Nevaranta;81
Nyback;81
Pihlajakangas;81
Pohjanoksa;81
Portimo;81
Pussila;81
Pötry;81
Raiko;81
Rajaharju;81
Reinola;81
Rezai;81
Riihola;81
Rosengård;81
Rosenius;81
Savila;81
Siirtonen;81
Sippel;81
Suorajärvi;81
Syvälä;81
Tila;81
Tinnilä;81
Tulijoki;81
Tullila;81
Vieruaho;81
Örnberg;81
